ano,sem,codclg,codcur,codhab,staalu,codund,sglund,nomcur,nomhab,matr
2015,2,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2015,2,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,215
2015,2,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2015,2,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,220
2015,2,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,8
2015,2,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,3
2015,2,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,200
2015,2,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,4
2015,2,81,81300,1,A,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,1
2015,2,81,81300,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,196
2015,2,81,81300,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,8
2015,2,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,10
2015,2,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,12
2015,2,81,81300,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,2
2015,2,81,81300,301,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,1
2015,2,81,81300,301,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,24
2015,2,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,2
2015,2,81,81300,401,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,32
2015,2,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,1
2015,2,81,81300,501,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Negócios Internacionais,5
2015,2,81,81300,501,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Negócios Internacionais,1
2015,2,81,81300,601,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,13
2015,2,81,81300,601,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,2
2015,2,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,28
2016,1,81,81002,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,3
2016,1,81,81002,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2016,1,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,7
2016,1,81,81003,1,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2016,1,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,309
2016,1,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,10
2016,1,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2016,1,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,234
2016,1,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,4
2016,1,81,81101,4,A,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,1
2016,1,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,228
2016,1,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,9
2016,1,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,2
2016,1,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,195
2016,1,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,8
2016,1,81,81300,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,200
2016,1,81,81300,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,7
2016,1,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,11
2016,1,81,81300,101,R,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,1
2016,1,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,23
2016,1,81,81300,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,1
2016,1,81,81300,301,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,1
2016,1,81,81300,301,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,24
2016,1,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,1
2016,1,81,81300,401,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,38
2016,1,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,4
2016,1,81,81300,501,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Negócios Internacionais,7
2016,1,81,81300,601,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,1
2016,1,81,81300,601,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,14
2016,1,81,81300,601,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,1
2016,1,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,30
2016,2,81,81002,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2016,2,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,5
2016,2,81,81002,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2016,2,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,298
2016,2,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,10
2016,2,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2016,2,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,229
2016,2,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2016,2,81,81101,4,A,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,1
2016,2,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,211
2016,2,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,6
2016,2,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,185
2016,2,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,7
2016,2,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,3
2016,2,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,5
2016,2,81,81300,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,1
2016,2,81,81300,301,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,13
2016,2,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,1
2016,2,81,81300,401,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,1
2016,2,81,81300,401,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,21
2016,2,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,2
2016,2,81,81300,501,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Negócios Internacionais,3
2016,2,81,81300,601,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,4
2016,2,81,81300,601,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,2
2016,2,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,187
2016,2,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,11
2016,2,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,18
2016,2,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2016,2,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,34
2016,2,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,2
2016,2,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,27
2017,1,81,81002,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2017,1,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,5
2017,1,81,81003,1,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2017,1,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,304
2017,1,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,13
2017,1,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2017,1,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,238
2017,1,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,8
2017,1,81,81101,4,A,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,1
2017,1,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,222
2017,1,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,11
2017,1,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,1
2017,1,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,211
2017,1,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,8
2017,1,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,1
2017,1,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,7
2017,1,81,81300,301,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,7
2017,1,81,81300,401,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,9
2017,1,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,3
2017,1,81,81300,501,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Negócios Internacionais,2
2017,1,81,81300,601,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,1
2017,1,81,81300,601,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Políticas Públicas,1
2017,1,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,203
2017,1,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,7
2017,1,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,33
2017,1,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,2
2017,1,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,61
2017,1,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,1
2017,1,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,34
2017,2,81,81002,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2017,2,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,4
2017,2,81,81003,1,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2017,2,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,291
2017,2,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,11
2017,2,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,233
2017,2,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,6
2017,2,81,81101,4,A,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,3
2017,2,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,214
2017,2,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,7
2017,2,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,193
2017,2,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,11
2017,2,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,2
2017,2,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,3
2017,2,81,81300,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,1
2017,2,81,81300,301,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,2
2017,2,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,1
2017,2,81,81300,401,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,4
2017,2,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,3
2017,2,81,81301,1,A,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,1
2017,2,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,195
2017,2,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,11
2017,2,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,34
2017,2,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2017,2,81,81301,201,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,1
2017,2,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,56
2017,2,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,1
2017,2,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,41
2018,1,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2018,1,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,309
2018,1,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,9
2018,1,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2018,1,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,246
2018,1,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,4
2018,1,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,251
2018,1,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,9
2018,1,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,2
2018,1,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,209
2018,1,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,10
2018,1,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,1
2018,1,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,2
2018,1,81,81300,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,1
2018,1,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,2
2018,1,81,81300,401,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,1
2018,1,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,3
2018,1,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,201
2018,1,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,6
2018,1,81,81301,101,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2018,1,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,38
2018,1,81,81301,101,R,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2018,1,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,3
2018,1,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,72
2018,1,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,2
2018,1,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,33
2018,2,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2018,2,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,291
2018,2,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,15
2018,2,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,226
2018,2,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,7
2018,2,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,234
2018,2,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,9
2018,2,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,202
2018,2,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,8
2018,2,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,1
2018,2,81,81300,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Negócios Internacionais,1
2018,2,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,2
2018,2,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,1
2018,2,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,199
2018,2,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,8
2018,2,81,81301,101,A,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2018,2,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,38
2018,2,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,1
2018,2,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,66
2018,2,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,1
2018,2,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,28
2019,1,81,81002,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2019,1,81,81003,1,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2019,1,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,311
2019,1,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,14
2019,1,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2019,1,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,237
2019,1,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,9
2019,1,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,259
2019,1,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,6
2019,1,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,1
2019,1,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,209
2019,1,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,7
2019,1,81,81300,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Finanças,1
2019,1,81,81300,301,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia - Ênfase em Políticas Públicas,2
2019,1,81,81300,401,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade - Ênfase em Finanças,1
2019,1,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,203
2019,1,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,6
2019,1,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,41
2019,1,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,2
2019,1,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,79
2019,1,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,2
2019,1,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,19
2019,2,81,81002,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2019,2,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,307
2019,2,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,11
2019,2,81,81003,4,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2019,2,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,221
2019,2,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,10
2019,2,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,245
2019,2,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,7
2019,2,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,192
2019,2,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,5
2019,2,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,195
2019,2,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,10
2019,2,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,37
2019,2,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,3
2019,2,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,71
2019,2,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,3
2019,2,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,23
2020,1,81,81002,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,1
2020,1,81,81003,1,A,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,2
2020,1,81,81003,1,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,326
2020,1,81,81003,1,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,7
2020,1,81,81003,4,M,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,247
2020,1,81,81003,4,T,81,FEARP,Bacharelado em Administração,Bacharelado em Administração,12
2020,1,81,81101,4,A,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,3
2020,1,81,81101,4,M,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,269
2020,1,81,81101,4,T,81,FEARP,Bacharelado em Ciências Econômicas,Bacharelado em Ciências Econômicas,5
2020,1,81,81200,4,A,81,FEARP,Ciências Contábeis,Ciências Contábeis,4
2020,1,81,81200,4,M,81,FEARP,Ciências Contábeis,Ciências Contábeis,220
2020,1,81,81200,4,T,81,FEARP,Ciências Contábeis,Ciências Contábeis,2
2020,1,81,81301,1,A,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,1
2020,1,81,81301,1,M,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,203
2020,1,81,81301,1,T,81,FEARP,Economia Empresarial e Controladoria,Economia Empresarial e Controladoria,9
2020,1,81,81301,101,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,51
2020,1,81,81301,101,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Economia,3
2020,1,81,81301,201,M,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,86
2020,1,81,81301,201,T,81,FEARP,Economia Empresarial e Controladoria,Habilitação em Contabilidade,4
2020,1,81,Sem cadastro,Sem cadastro,M,81,FEARP,,,30
2012,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,21
2012,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,9
2013,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,8
2013,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,4
2014,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,9
2014,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,15
2015,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,3
2015,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,12
2016,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,4
2016,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,7
2017,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,7
2017,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,3
2018,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,5
2018,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,1
2019,1,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,4
2019,2,85,Sem cadastro,Sem cadastro,M,85,IPEN,,,2
2012,1,86,86050,103,M,86,EACH,Bacharelado em Educação Física e Saúde,Bacharelado em Educação Física e Saúde - Ciclo Básico,53
2012,1,86,86050,203,A,86,EACH,Bacharelado em Educação Física e Saúde,Bacharelado em Educação Física e Saúde,1
2012,1,86,86050,203,M,86,EACH,Bacharelado em Educação Física e Saúde,Bacharelado em Educação Física e Saúde,176
2012,1,86,86050,203,T,86,EACH,Bacharelado em Educação Física e Saúde,Bacharelado em Educação Física e Saúde,21
2012,1,86,86100,202,A,86,EACH,Bacharelado em Gestão Ambiental,Bacharelado em Gestão Ambiental,2
2012,1,86,86100,202,M,86,EACH,Bacharelado em Gestão Ambiental,Bacharelado em Gestão Ambiental,317
2012,1,86,86100,202,R,86,EACH,Bacharelado em Gestão Ambiental,Bacharelado em Gestão Ambiental,2
2012,1,86,86100,202,T,86,EACH,Bacharelado em Gestão Ambiental,Bacharelado em Gestão Ambiental,18
